trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory
21,10/23/2025 6:15.11.830,50,no_fb,0,45.7649,295,49,927,good_reach,"""\""[{\\\""x\\\"":0.2587,\\\""y\\\"":0.4566,\\\""t\\\"":1},{\\\""x\\\"":0.2652,\\\""y\\\"":0.4454,\\\""t\\\"":8},{\\\""x\\\"":0.2641,\\\""y\\\"":0.4434,\\\""t\\\"":8},{\\\""x\\\"":0.2679,\\\""y\\\"":0.4403,\\\""t\\\"":8},{\\\""x\\\"":0.2831,\\\""y\\\"":0.415,\\\""t\\\"":15},{\\\""x\\\"":0.3005,\\\""y\\\"":0.3876,\\\""t\\\"":21},{\\\""x\\\"":0.3179,\\\""y\\\"":0.3582,\\\""t\\\"":28},{\\\""x\\\"":0.338,\\\""y\\\"":0.3227,\\\""t\\\"":35},{\\\""x\\\"":0.3586,\\\""y\\\"":0.2872,\\\""t\\\"":42}]\"""""
22,10/23/2025 6:15.13.239,55,no_fb,0,46.0769,151,56,501,good_reach,"""\""[{\\\""x\\\"":0.2694,\\\""y\\\"":0.4796,\\\""t\\\"":0},{\\\""x\\\"":0.2765,\\\""y\\\"":0.4664,\\\""t\\\"":7},{\\\""x\\\"":0.2857,\\\""y\\\"":0.4491,\\\""t\\\"":14},{\\\""x\\\"":0.2965,\\\""y\\\"":0.4288,\\\""t\\\"":21},{\\\""x\\\"":0.3123,\\\""y\\\"":0.3984,\\\""t\\\"":28},{\\\""x\\\"":0.3269,\\\""y\\\"":0.367,\\\""t\\\"":35},{\\\""x\\\"":0.3454,\\\""y\\\"":0.3284,\\\""t\\\"":42},{\\\""x\\\"":0.3503,\\\""y\\\"":0.3173,\\\""t\\\"":49},{\\\""x\\\"":0.3492,\\\""y\\\"":0.3152,\\\""t\\\"":49},{\\\""x\\\"":0.3639,\\\""y\\\"":0.2868,\\\""t\\\"":49}]\"""""
23,10/23/2025 6:15.14.621,35,no_fb,0,28.6883,142,63,476,good_reach,"""\""[{\\\""x\\\"":0.2648,\\\""y\\\"":0.4734,\\\""t\\\"":0},{\\\""x\\\"":0.2713,\\\""y\\\"":0.4643,\\\""t\\\"":7},{\\\""x\\\"":0.28,\\\""y\\\"":0.4511,\\\""t\\\"":14},{\\\""x\\\"":0.2903,\\\""y\\\"":0.4369,\\\""t\\\"":21},{\\\""x\\\"":0.3017,\\\""y\\\"":0.4207,\\\""t\\\"":28},{\\\""x\\\"":0.3185,\\\""y\\\"":0.4014,\\\""t\\\"":35},{\\\""x\\\"":0.3375,\\\""y\\\"":0.3821,\\\""t\\\"":42},{\\\""x\\\"":0.3576,\\\""y\\\"":0.3659,\\\""t\\\"":49},{\\\""x\\\"":0.3864,\\\""y\\\"":0.3477,\\\""t\\\"":56}]\"""""
24,10/23/2025 6:15.16.53,45,no_fb,0,25.894,184,41,505,good_reach,"""\""[{\\\""x\\\"":0.2725,\\\""y\\\"":0.4945,\\\""t\\\"":0},{\\\""x\\\"":0.2872,\\\""y\\\"":0.4853,\\\""t\\\"":7},{\\\""x\\\"":0.3051,\\\""y\\\"":0.4701,\\\""t\\\"":13},{\\\""x\\\"":0.3301,\\\""y\\\"":0.4478,\\\""t\\\"":20},{\\\""x\\\"":0.3599,\\\""y\\\"":0.4174,\\\""t\\\"":27},{\\\""x\\\"":0.386,\\\""y\\\"":0.387,\\\""t\\\"":34}]\"""""
25,10/23/2025 6:15.17.490,40,no_fb,0,24.1968,142,77,517,good_reach,"""\""[{\\\""x\\\"":0.2676,\\\""y\\\"":0.4959,\\\""t\\\"":0},{\\\""x\\\"":0.2703,\\\""y\\\"":0.4919,\\\""t\\\"":7},{\\\""x\\\"":0.2747,\\\""y\\\"":0.4848,\\\""t\\\"":14},{\\\""x\\\"":0.2807,\\\""y\\\"":0.4756,\\\""t\\\"":21},{\\\""x\\\"":0.2877,\\\""y\\\"":0.4655,\\\""t\\\"":28},{\\\""x\\\"":0.2997,\\\""y\\\"":0.4523,\\\""t\\\"":35},{\\\""x\\\"":0.3143,\\\""y\\\"":0.4371,\\\""t\\\"":42},{\\\""x\\\"":0.3339,\\\""y\\\"":0.4188,\\\""t\\\"":49},{\\\""x\\\"":0.3583,\\\""y\\\"":0.3996,\\\""t\\\"":56},{\\\""x\\\"":0.3843,\\\""y\\\"":0.3803,\\\""t\\\"":63},{\\\""x\\\"":0.4104,\\\""y\\\"":0.362,\\\""t\\\"":70}]\"""""
26,10/23/2025 6:15.19.240,135,no_fb,0,109.4544,295,63,690,good_reach,"""\""[{\\\""x\\\"":0.7551,\\\""y\\\"":0.4699,\\\""t\\\"":0},{\\\""x\\\"":0.7523,\\\""y\\\"":0.4557,\\\""t\\\"":7},{\\\""x\\\"":0.7491,\\\""y\\\"":0.4415,\\\""t\\\"":14},{\\\""x\\\"":0.7442,\\\""y\\\"":0.4182,\\\""t\\\"":21},{\\\""x\\\"":0.7371,\\\""y\\\"":0.3928,\\\""t\\\"":28},{\\\""x\\\"":0.7274,\\\""y\\\"":0.3533,\\\""t\\\"":35},{\\\""x\\\"":0.7187,\\\""y\\\"":0.3157,\\\""t\\\"":42},{\\\""x\\\"":0.7078,\\\""y\\\"":0.267,\\\""t\\\"":49},{\\\""x\\\"":0.7024,\\\""y\\\"":0.2407,\\\""t\\\"":56},{\\\""x\\\"":0.7013,\\\""y\\\"":0.2386,\\\""t\\\"":56},{\\\""x\\\"":0.697,\\\""y\\\"":0.2143,\\\""t\\\"":56}]\"""""
27,10/23/2025 6:15.20.655,140,no_fb,0,110.0222,271,83,353,good_reach,"""\""[{\\\""x\\\"":0.7591,\\\""y\\\"":0.4712,\\\""t\\\"":0},{\\\""x\\\"":0.7591,\\\""y\\\"":0.459,\\\""t\\\"":7},{\\\""x\\\"":0.7591,\\\""y\\\"":0.4448,\\\""t\\\"":14},{\\\""x\\\"":0.758,\\\""y\\\"":0.4306,\\\""t\\\"":21},{\\\""x\\\"":0.7553,\\\""y\\\"":0.4103,\\\""t\\\"":28},{\\\""x\\\"":0.752,\\\""y\\\"":0.388,\\\""t\\\"":35},{\\\""x\\\"":0.746,\\\""y\\\"":0.3586,\\\""t\\\"":42},{\\\""x\\\"":0.739,\\\""y\\\"":0.3302,\\\""t\\\"":49},{\\\""x\\\"":0.7308,\\\""y\\\"":0.3008,\\\""t\\\"":56},{\\\""x\\\"":0.7211,\\\""y\\\"":0.2653,\\\""t\\\"":62},{\\\""x\\\"":0.7097,\\\""y\\\"":0.2349,\\\""t\\\"":69},{\\\""x\\\"":0.6972,\\\""y\\\"":0.2004,\\\""t\\\"":76}]\"""""
28,10/23/2025 6:15.22.24,145,no_fb,0,146.3308,299,55,313,good_reach,"""\""[{\\\""x\\\"":0.7321,\\\""y\\\"":0.4691,\\\""t\\\"":0},{\\\""x\\\"":0.7218,\\\""y\\\"":0.4559,\\\""t\\\"":7},{\\\""x\\\"":0.7082,\\\""y\\\"":0.4407,\\\""t\\\"":14},{\\\""x\\\"":0.693,\\\""y\\\"":0.4224,\\\""t\\\"":21},{\\\""x\\\"":0.6773,\\\""y\\\"":0.4042,\\\""t\\\"":28},{\\\""x\\\"":0.6561,\\\""y\\\"":0.3798,\\\""t\\\"":34},{\\\""x\\\"":0.6371,\\\""y\\\"":0.3575,\\\""t\\\"":41},{\\\""x\\\"":0.6171,\\\""y\\\"":0.3332,\\\""t\\\"":48}]\"""""
29,10/23/2025 6:15.23.466,130,no_fb,0,114.0743,344,70,322,good_reach,"""\""[{\\\""x\\\"":0.7409,\\\""y\\\"":0.4609,\\\""t\\\"":0},{\\\""x\\\"":0.7376,\\\""y\\\"":0.4467,\\\""t\\\"":7},{\\\""x\\\"":0.7333,\\\""y\\\"":0.4315,\\\""t\\\"":14},{\\\""x\\\"":0.7295,\\\""y\\\"":0.4143,\\\""t\\\"":21},{\\\""x\\\"":0.724,\\\""y\\\"":0.392,\\\""t\\\"":28},{\\\""x\\\"":0.7181,\\\""y\\\"":0.3636,\\\""t\\\"":35},{\\\""x\\\"":0.711,\\\""y\\\"":0.3331,\\\""t\\\"":42},{\\\""x\\\"":0.7039,\\\""y\\\"":0.3027,\\\""t\\\"":49},{\\\""x\\\"":0.7029,\\\""y\\\"":0.3007,\\\""t\\\"":49},{\\\""x\\\"":0.6947,\\\""y\\\"":0.2652,\\\""t\\\"":56},{\\\""x\\\"":0.686,\\\""y\\\"":0.2276,\\\""t\\\"":63}]\"""""
30,10/23/2025 6:15.25.69,125,no_fb,0,112.2598,305,70,524,good_reach,"""\""[{\\\""x\\\"":0.7418,\\\""y\\\"":0.4696,\\\""t\\\"":1},{\\\""x\\\"":0.7396,\\\""y\\\"":0.4595,\\\""t\\\"":8},{\\\""x\\\"":0.7358,\\\""y\\\"":0.4433,\\\""t\\\"":15},{\\\""x\\\"":0.7309,\\\""y\\\"":0.425,\\\""t\\\"":21},{\\\""x\\\"":0.7266,\\\""y\\\"":0.4058,\\\""t\\\"":28},{\\\""x\\\"":0.7212,\\\""y\\\"":0.3814,\\\""t\\\"":35},{\\\""x\\\"":0.7141,\\\""y\\\"":0.35,\\\""t\\\"":42},{\\\""x\\\"":0.7054,\\\""y\\\"":0.3124,\\\""t\\\"":49},{\\\""x\\\"":0.6984,\\\""y\\\"":0.28,\\\""t\\\"":56},{\\\""x\\\"":0.6973,\\\""y\\\"":0.278,\\\""t\\\"":56},{\\\""x\\\"":0.6946,\\\""y\\\"":0.2627,\\\""t\\\"":56},{\\\""x\\\"":0.6875,\\\""y\\\"":0.2262,\\\""t\\\"":63}]\"""""
31,10/23/2025 6:15.26.622,45,online_fb,0,23.4254,258,70,523,good_reach,"""\""[{\\\""x\\\"":0.2704,\\\""y\\\"":0.5003,\\\""t\\\"":0},{\\\""x\\\"":0.2785,\\\""y\\\"":0.4953,\\\""t\\\"":7},{\\\""x\\\"":0.2872,\\\""y\\\"":0.4882,\\\""t\\\"":14},{\\\""x\\\"":0.3002,\\\""y\\\"":0.477,\\\""t\\\"":21},{\\\""x\\\"":0.3138,\\\""y\\\"":0.4648,\\\""t\\\"":28},{\\\""x\\\"":0.3296,\\\""y\\\"":0.4496,\\\""t\\\"":35},{\\\""x\\\"":0.3448,\\\""y\\\"":0.4344,\\\""t\\\"":42},{\\\""x\\\"":0.3648,\\\""y\\\"":0.4141,\\\""t\\\"":49},{\\\""x\\\"":0.3871,\\\""y\\\"":0.3928,\\\""t\\\"":56},{\\\""x\\\"":0.4104,\\\""y\\\"":0.3725,\\\""t\\\"":63}]\"""""
32,10/23/2025 6:15.28.58,55,online_fb,0,47.9906,173,56,507,good_reach,"""\""[{\\\""x\\\"":0.2702,\\\""y\\\"":0.4791,\\\""t\\\"":0},{\\\""x\\\"":0.2778,\\\""y\\\"":0.4649,\\\""t\\\"":7},{\\\""x\\\"":0.2849,\\\""y\\\"":0.4497,\\\""t\\\"":14},{\\\""x\\\"":0.2963,\\\""y\\\"":0.4253,\\\""t\\\"":21},{\\\""x\\\"":0.3098,\\\""y\\\"":0.3939,\\\""t\\\"":28},{\\\""x\\\"":0.325,\\\""y\\\"":0.3584,\\\""t\\\"":35},{\\\""x\\\"":0.343,\\\""y\\\"":0.3168,\\\""t\\\"":42},{\\\""x\\\"":0.3598,\\\""y\\\"":0.2772,\\\""t\\\"":49}]\"""""
33,10/23/2025 6:15.29.531,40,online_fb,0,38.1072,162,97,513,good_reach,"""\""[{\\\""x\\\"":0.2664,\\\""y\\\"":0.5049,\\\""t\\\"":0},{\\\""x\\\"":0.2697,\\\""y\\\"":0.5029,\\\""t\\\"":7},{\\\""x\\\"":0.2724,\\\""y\\\"":0.4998,\\\""t\\\"":14},{\\\""x\\\"":0.2773,\\\""y\\\"":0.4958,\\\""t\\\"":21},{\\\""x\\\"":0.2822,\\\""y\\\"":0.4917,\\\""t\\\"":28},{\\\""x\\\"":0.286,\\\""y\\\"":0.4846,\\\""t\\\"":35},{\\\""x\\\"":0.2849,\\\""y\\\"":0.4826,\\\""t\\\"":35},{\\\""x\\\"":0.2876,\\\""y\\\"":0.4816,\\\""t\\\"":35},{\\\""x\\\"":0.2958,\\\""y\\\"":0.4674,\\\""t\\\"":42},{\\\""x\\\"":0.3039,\\\""y\\\"":0.4521,\\\""t\\\"":49},{\\\""x\\\"":0.3153,\\\""y\\\"":0.4288,\\\""t\\\"":56},{\\\""x\\\"":0.3283,\\\""y\\\"":0.4035,\\\""t\\\"":62},{\\\""x\\\"":0.3397,\\\""y\\\"":0.3811,\\\""t\\\"":69},{\\\""x\\\"":0.3522,\\\""y\\\"":0.3578,\\\""t\\\"":76},{\\\""x\\\"":0.369,\\\""y\\\"":0.3284,\\\""t\\\"":83},{\\\""x\\\"":0.3853,\\\""y\\\"":0.302,\\\""t\\\"":90}]\"""""
34,10/23/2025 6:15.30.900,50,online_fb,0,37.7301,90,90,486,good_reach,"""\""[{\\\""x\\\"":0.2652,\\\""y\\\"":0.4838,\\\""t\\\"":0},{\\\""x\\\"":0.269,\\\""y\\\"":0.4818,\\\""t\\\"":7},{\\\""x\\\"":0.2744,\\\""y\\\"":0.4757,\\\""t\\\"":14},{\\\""x\\\"":0.2809,\\\""y\\\"":0.4696,\\\""t\\\"":21},{\\\""x\\\"":0.2891,\\\""y\\\"":0.4615,\\\""t\\\"":28},{\\\""x\\\"":0.2972,\\\""y\\\"":0.4514,\\\""t\\\"":35},{\\\""x\\\"":0.307,\\\""y\\\"":0.4382,\\\""t\\\"":42},{\\\""x\\\"":0.3217,\\\""y\\\"":0.4169,\\\""t\\\"":49},{\\\""x\\\"":0.3341,\\\""y\\\"":0.3966,\\\""t\\\"":56},{\\\""x\\\"":0.3499,\\\""y\\\"":0.3723,\\\""t\\\"":62},{\\\""x\\\"":0.3635,\\\""y\\\"":0.35,\\\""t\\\"":69},{\\\""x\\\"":0.3792,\\\""y\\\"":0.3236,\\\""t\\\"":76},{\\\""x\\\"":0.3922,\\\""y\\\"":0.2992,\\\""t\\\"":83}]\"""""
35,10/23/2025 6:15.32.302,35,online_fb,0,24.0428,193,70,438,good_reach,"""\""[{\\\""x\\\"":0.2622,\\\""y\\\"":0.475,\\\""t\\\"":1},{\\\""x\\\"":0.2709,\\\""y\\\"":0.4689,\\\""t\\\"":8},{\\\""x\\\"":0.2801,\\\""y\\\"":0.4618,\\\""t\\\"":14},{\\\""x\\\"":0.2926,\\\""y\\\"":0.4527,\\\""t\\\"":21},{\\\""x\\\"":0.304,\\\""y\\\"":0.4446,\\\""t\\\"":28},{\\\""x\\\"":0.3214,\\\""y\\\"":0.4334,\\\""t\\\"":35},{\\\""x\\\"":0.3404,\\\""y\\\"":0.4192,\\\""t\\\"":42},{\\\""x\\\"":0.3605,\\\""y\\\"":0.406,\\\""t\\\"":49},{\\\""x\\\"":0.3806,\\\""y\\\"":0.3908,\\\""t\\\"":56},{\\\""x\\\"":0.3979,\\\""y\\\"":0.3776,\\\""t\\\"":63}]\"""""
36,10/23/2025 6:15.33.726,45,online_fb,0,47.1121,179,63,481,good_reach,"""\""[{\\\""x\\\"":0.2628,\\\""y\\\"":0.4733,\\\""t\\\"":0},{\\\""x\\\"":0.2682,\\\""y\\\"":0.4632,\\\""t\\\"":7},{\\\""x\\\"":0.2763,\\\""y\\\"":0.447,\\\""t\\\"":14},{\\\""x\\\"":0.285,\\\""y\\\"":0.4297,\\\""t\\\"":21},{\\\""x\\\"":0.298,\\\""y\\\"":0.4033,\\\""t\\\"":28},{\\\""x\\\"":0.3116,\\\""y\\\"":0.3749,\\\""t\\\"":35},{\\\""x\\\"":0.3312,\\\""y\\\"":0.3364,\\\""t\\\"":42},{\\\""x\\\"":0.3393,\\\""y\\\"":0.3202,\\\""t\\\"":49},{\\\""x\\\"":0.3382,\\\""y\\\"":0.3181,\\\""t\\\"":49},{\\\""x\\\"":0.3469,\\\""y\\\"":0.305,\\\""t\\\"":49},{\\\""x\\\"":0.3664,\\\""y\\\"":0.2654,\\\""t\\\"":56}]\"""""
37,10/23/2025 6:15.35.87,50,online_fb,0,46.8566,177,63,420,good_reach,"""\""[{\\\""x\\\"":0.2646,\\\""y\\\"":0.4828,\\\""t\\\"":0},{\\\""x\\\"":0.2701,\\\""y\\\"":0.4706,\\\""t\\\"":7},{\\\""x\\\"":0.2777,\\\""y\\\"":0.4534,\\\""t\\\"":14},{\\\""x\\\"":0.2869,\\\""y\\\"":0.4341,\\\""t\\\"":21},{\\\""x\\\"":0.301,\\\""y\\\"":0.4057,\\\""t\\\"":28},{\\\""x\\\"":0.3124,\\\""y\\\"":0.3824,\\\""t\\\"":35},{\\\""x\\\"":0.3298,\\\""y\\\"":0.3458,\\\""t\\\"":42},{\\\""x\\\"":0.3444,\\\""y\\\"":0.3144,\\\""t\\\"":49},{\\\""x\\\"":0.3618,\\\""y\\\"":0.2769,\\\""t\\\"":56}]\"""""
38,10/23/2025 6:15.36.587,35,online_fb,0,30.2161,134,112,553,good_reach,"""\""[{\\\""x\\\"":0.2637,\\\""y\\\"":0.4791,\\\""t\\\"":0},{\\\""x\\\"":0.2653,\\\""y\\\"":0.4771,\\\""t\\\"":8},{\\\""x\\\"":0.267,\\\""y\\\"":0.4751,\\\""t\\\"":14},{\\\""x\\\"":0.2691,\\\""y\\\"":0.473,\\\""t\\\"":21},{\\\""x\\\"":0.2718,\\\""y\\\"":0.469,\\\""t\\\"":28},{\\\""x\\\"":0.2756,\\\""y\\\"":0.4659,\\\""t\\\"":35},{\\\""x\\\"":0.2805,\\\""y\\\"":0.4588,\\\""t\\\"":42},{\\\""x\\\"":0.287,\\\""y\\\"":0.4527,\\\""t\\\"":49},{\\\""x\\\"":0.2957,\\\""y\\\"":0.4426,\\\""t\\\"":56},{\\\""x\\\"":0.3082,\\\""y\\\"":0.4314,\\\""t\\\"":63},{\\\""x\\\"":0.3191,\\\""y\\\"":0.4193,\\\""t\\\"":70},{\\\""x\\\"":0.3332,\\\""y\\\"":0.4051,\\\""t\\\"":77},{\\\""x\\\"":0.3516,\\\""y\\\"":0.3848,\\\""t\\\"":84},{\\\""x\\\"":0.3663,\\\""y\\\"":0.3696,\\\""t\\\"":91},{\\\""x\\\"":0.3739,\\\""y\\\"":0.3604,\\\""t\\\"":98},{\\\""x\\\"":0.3728,\\\""y\\\"":0.3584,\\\""t\\\"":98},{\\\""x\\\"":0.3837,\\\""y\\\"":0.3493,\\\""t\\\"":98},{\\\""x\\\"":0.4027,\\\""y\\\"":0.3331,\\\""t\\\"":105}]\"""""
39,10/23/2025 6:15.38.18,55,online_fb,0,48.5561,182,62,484,good_reach,"""\""[{\\\""x\\\"":0.2607,\\\""y\\\"":0.4663,\\\""t\\\"":0},{\\\""x\\\"":0.2672,\\\""y\\\"":0.4521,\\\""t\\\"":7},{\\\""x\\\"":0.2759,\\\""y\\\"":0.4349,\\\""t\\\"":14},{\\\""x\\\"":0.2884,\\\""y\\\"":0.4126,\\\""t\\\"":21},{\\\""x\\\"":0.2998,\\\""y\\\"":0.3902,\\\""t\\\"":27},{\\\""x\\\"":0.3156,\\\""y\\\"":0.3598,\\\""t\\\"":34},{\\\""x\\\"":0.3286,\\\""y\\\"":0.3355,\\\""t\\\"":41},{\\\""x\\\"":0.3481,\\\""y\\\"":0.2949,\\\""t\\\"":48},{\\\""x\\\"":0.3644,\\\""y\\\"":0.2604,\\\""t\\\"":55},{\\\""x\\\"":0.3633,\\\""y\\\"":0.2584,\\\""t\\\"":55}]\"""""
40,10/23/2025 6:15.39.399,40,online_fb,0,30.7346,151,63,466,good_reach,"""\""[{\\\""x\\\"":0.2639,\\\""y\\\"":0.4787,\\\""t\\\"":1},{\\\""x\\\"":0.2688,\\\""y\\\"":0.4727,\\\""t\\\"":8},{\\\""x\\\"":0.2758,\\\""y\\\"":0.4645,\\\""t\\\"":15},{\\\""x\\\"":0.2851,\\\""y\\\"":0.4574,\\\""t\\\"":21},{\\\""x\\\"":0.2997,\\\""y\\\"":0.4463,\\\""t\\\"":28},{\\\""x\\\"":0.2986,\\\""y\\\"":0.4443,\\\""t\\\"":35},{\\\""x\\\"":0.3165,\\\""y\\\"":0.4321,\\\""t\\\"":35},{\\\""x\\\"":0.3317,\\\""y\\\"":0.4179,\\\""t\\\"":42},{\\\""x\\\"":0.3578,\\\""y\\\"":0.3905,\\\""t\\\"":49},{\\\""x\\\"":0.3817,\\\""y\\\"":0.3611,\\\""t\\\"":56}]\"""""
41,10/23/2025 6:15.40.920,55,online_fb,0,64.0435,204,63,552,good_reach,"""\""[{\\\""x\\\"":0.2655,\\\""y\\\"":0.4816,\\\""t\\\"":0},{\\\""x\\\"":0.2693,\\\""y\\\"":0.4684,\\\""t\\\"":7},{\\\""x\\\"":0.2741,\\\""y\\\"":0.4532,\\\""t\\\"":14},{\\\""x\\\"":0.2817,\\\""y\\\"":0.4269,\\\""t\\\"":21},{\\\""x\\\"":0.2877,\\\""y\\\"":0.4015,\\\""t\\\"":28},{\\\""x\\\"":0.2964,\\\""y\\\"":0.363,\\\""t\\\"":35},{\\\""x\\\"":0.3062,\\\""y\\\"":0.3193,\\\""t\\\"":42},{\\\""x\\\"":0.3083,\\\""y\\\"":0.3062,\\\""t\\\"":49},{\\\""x\\\"":0.3073,\\\""y\\\"":0.3041,\\\""t\\\"":49},{\\\""x\\\"":0.3165,\\\""y\\\"":0.2636,\\\""t\\\"":49},{\\\""x\\\"":0.3295,\\\""y\\\"":0.2037,\\\""t\\\"":56}]\"""""
42,10/23/2025 6:15.42.330,45,online_fb,0,34.4275,141,70,498,good_reach,"""\""[{\\\""x\\\"":0.2692,\\\""y\\\"":0.4918,\\\""t\\\"":0},{\\\""x\\\"":0.2681,\\\""y\\\"":0.4897,\\\""t\\\"":1},{\\\""x\\\"":0.2697,\\\""y\\\"":0.4897,\\\""t\\\"":1},{\\\""x\\\"":0.2762,\\\""y\\\"":0.4826,\\\""t\\\"":7},{\\\""x\\\"":0.2833,\\\""y\\\"":0.4755,\\\""t\\\"":15},{\\\""x\\\"":0.292,\\\""y\\\"":0.4644,\\\""t\\\"":21},{\\\""x\\\"":0.3072,\\\""y\\\"":0.4451,\\\""t\\\"":28},{\\\""x\\\"":0.3202,\\\""y\\\"":0.4279,\\\""t\\\"":35},{\\\""x\\\"":0.337,\\\""y\\\"":0.4035,\\\""t\\\"":42},{\\\""x\\\"":0.3544,\\\""y\\\"":0.3792,\\\""t\\\"":49},{\\\""x\\\"":0.3718,\\\""y\\\"":0.3538,\\\""t\\\"":56},{\\\""x\\\"":0.3924,\\\""y\\\"":0.3224,\\\""t\\\"":63}]\"""""
43,10/23/2025 6:15.43.746,35,online_fb,0,35.6791,128,90,497,good_reach,"""\""[{\\\""x\\\"":0.2642,\\\""y\\\"":0.482,\\\""t\\\"":0},{\\\""x\\\"":0.2675,\\\""y\\\"":0.4789,\\\""t\\\"":7},{\\\""x\\\"":0.2707,\\\""y\\\"":0.4739,\\\""t\\\"":14},{\\\""x\\\"":0.2751,\\\""y\\\"":0.4688,\\\""t\\\"":21},{\\\""x\\\"":0.28,\\\""y\\\"":0.4637,\\\""t\\\"":28},{\\\""x\\\"":0.2865,\\\""y\\\"":0.4556,\\\""t\\\"":35},{\\\""x\\\"":0.2957,\\\""y\\\"":0.4444,\\\""t\\\"":42},{\\\""x\\\"":0.3044,\\\""y\\\"":0.4333,\\\""t\\\"":49},{\\\""x\\\"":0.3185,\\\""y\\\"":0.415,\\\""t\\\"":56},{\\\""x\\\"":0.3305,\\\""y\\\"":0.3988,\\\""t\\\"":63},{\\\""x\\\"":0.3478,\\\""y\\\"":0.3755,\\\""t\\\"":69},{\\\""x\\\"":0.3549,\\\""y\\\"":0.3643,\\\""t\\\"":76},{\\\""x\\\"":0.3538,\\\""y\\\"":0.3623,\\\""t\\\"":76},{\\\""x\\\"":0.3647,\\\""y\\\"":0.3501,\\\""t\\\"":76},{\\\""x\\\"":0.3799,\\\""y\\\"":0.3278,\\\""t\\\"":83}]\"""""
44,10/23/2025 6:15.45.163,50,online_fb,0,51.9596,190,70,456,good_reach,"""\""[{\\\""x\\\"":0.2693,\\\""y\\\"":0.4832,\\\""t\\\"":0},{\\\""x\\\"":0.2747,\\\""y\\\"":0.4741,\\\""t\\\"":7},{\\\""x\\\"":0.2807,\\\""y\\\"":0.463,\\\""t\\\"":14},{\\\""x\\\"":0.2894,\\\""y\\\"":0.4447,\\\""t\\\"":21},{\\\""x\\\"":0.297,\\\""y\\\"":0.4254,\\\""t\\\"":28},{\\\""x\\\"":0.3024,\\\""y\\\"":0.4133,\\\""t\\\"":35},{\\\""x\\\"":0.3013,\\\""y\\\"":0.4112,\\\""t\\\"":35},{\\\""x\\\"":0.3095,\\\""y\\\"":0.392,\\\""t\\\"":35},{\\\""x\\\"":0.3187,\\\""y\\\"":0.3656,\\\""t\\\"":42},{\\\""x\\\"":0.3312,\\\""y\\\"":0.3311,\\\""t\\\"":49},{\\\""x\\\"":0.3437,\\\""y\\\"":0.2946,\\\""t\\\"":56},{\\\""x\\\"":0.3578,\\\""y\\\"":0.25,\\\""t\\\"":63}]\"""""
45,10/23/2025 6:15.46.615,40,online_fb,0,31.6246,222,76,451,good_reach,"""\""[{\\\""x\\\"":0.2625,\\\""y\\\"":0.4755,\\\""t\\\"":0},{\\\""x\\\"":0.2658,\\\""y\\\"":0.4674,\\\""t\\\"":7},{\\\""x\\\"":0.2712,\\\""y\\\"":0.4552,\\\""t\\\"":14},{\\\""x\\\"":0.2772,\\\""y\\\"":0.4431,\\\""t\\\"":21},{\\\""x\\\"":0.2848,\\\""y\\\"":0.4278,\\\""t\\\"":28},{\\\""x\\\"":0.2956,\\\""y\\\"":0.4086,\\\""t\\\"":35},{\\\""x\\\"":0.3086,\\\""y\\\"":0.3913,\\\""t\\\"":42},{\\\""x\\\"":0.3184,\\\""y\\\"":0.3792,\\\""t\\\"":48},{\\\""x\\\"":0.3173,\\\""y\\\"":0.3771,\\\""t\\\"":49},{\\\""x\\\"":0.3233,\\\""y\\\"":0.3731,\\\""t\\\"":49},{\\\""x\\\"":0.3434,\\\""y\\\"":0.3538,\\\""t\\\"":55},{\\\""x\\\"":0.3624,\\\""y\\\"":0.3416,\\\""t\\\"":62},{\\\""x\\\"":0.3852,\\\""y\\\"":0.3274,\\\""t\\\"":69}]\"""""
46,10/23/2025 6:15.47.996,35,online_fb,0,29.6021,166,56,458,good_reach,"""\""[{\\\""x\\\"":0.2672,\\\""y\\\"":0.4822,\\\""t\\\"":1},{\\\""x\\\"":0.2743,\\\""y\\\"":0.4741,\\\""t\\\"":8},{\\\""x\\\"":0.2862,\\\""y\\\"":0.4619,\\\""t\\\"":15},{\\\""x\\\"":0.2993,\\\""y\\\"":0.4467,\\\""t\\\"":21},{\\\""x\\\"":0.3172,\\\""y\\\"":0.4284,\\\""t\\\"":28},{\\\""x\\\"":0.3199,\\\""y\\\"":0.4254,\\\""t\\\"":35},{\\\""x\\\"":0.3188,\\\""y\\\"":0.4233,\\\""t\\\"":35},{\\\""x\\\"":0.3367,\\\""y\\\"":0.4071,\\\""t\\\"":35},{\\\""x\\\"":0.3579,\\\""y\\\"":0.3858,\\\""t\\\"":42},{\\\""x\\\"":0.3845,\\\""y\\\"":0.3574,\\\""t\\\"":49}]\"""""
