trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory
173,10/23/2025 6:18.59.354,40,online_fb,110,305.2962,107,63,469,good_reach,"""\""[{\\\""x\\\"":0.2613,\\\""y\\\"":0.537,\\\""t\\\"":0},{\\\""x\\\"":0.2692,\\\""y\\\"":0.4547,\\\""t\\\"":7},{\\\""x\\\"":0.2743,\\\""y\\\"":0.4394,\\\""t\\\"":14},{\\\""x\\\"":0.2834,\\\""y\\\"":0.4116,\\\""t\\\"":21},{\\\""x\\\"":0.2924,\\\""y\\\"":0.3871,\\\""t\\\"":28},{\\\""x\\\"":0.3067,\\\""y\\\"":0.3505,\\\""t\\\"":35},{\\\""x\\\"":0.3219,\\\""y\\\"":0.3099,\\\""t\\\"":42},{\\\""x\\\"":0.3368,\\\""y\\\"":0.2706,\\\""t\\\"":49},{\\\""x\\\"":0.3501,\\\""y\\\"":0.2324,\\\""t\\\"":56}]\"""""
174,10/23/2025 6:19.0.840,55,online_fb,110,280.9508,121,76,587,good_reach,"""\""[{\\\""x\\\"":0.2572,\\\""y\\\"":0.5341,\\\""t\\\"":0},{\\\""x\\\"":0.2691,\\\""y\\\"":0.4717,\\\""t\\\"":7},{\\\""x\\\"":0.2759,\\\""y\\\"":0.4649,\\\""t\\\"":14},{\\\""x\\\"":0.2845,\\\""y\\\"":0.4558,\\\""t\\\"":21},{\\\""x\\\"":0.2974,\\\""y\\\"":0.4417,\\\""t\\\"":27},{\\\""x\\\"":0.3126,\\\""y\\\"":0.4249,\\\""t\\\"":34},{\\\""x\\\"":0.3283,\\\""y\\\"":0.4077,\\\""t\\\"":41},{\\\""x\\\"":0.3481,\\\""y\\\"":0.3878,\\\""t\\\"":48},{\\\""x\\\"":0.3677,\\\""y\\\"":0.3669,\\\""t\\\"":55},{\\\""x\\\"":0.3865,\\\""y\\\"":0.3476,\\\""t\\\"":62},{\\\""x\\\"":0.4027,\\\""y\\\"":0.3301,\\\""t\\\"":69}]\"""""
175,10/23/2025 6:19.2.188,45,online_fb,110,303.1644,153,62,430,good_reach,"""\""[{\\\""x\\\"":0.2562,\\\""y\\\"":0.5405,\\\""t\\\"":0},{\\\""x\\\"":0.274,\\\""y\\\"":0.4659,\\\""t\\\"":7},{\\\""x\\\"":0.2808,\\\""y\\\"":0.4505,\\\""t\\\"":14},{\\\""x\\\"":0.2909,\\\""y\\\"":0.4253,\\\""t\\\"":21},{\\\""x\\\"":0.301,\\\""y\\\"":0.4001,\\\""t\\\"":28},{\\\""x\\\"":0.3118,\\\""y\\\"":0.3723,\\\""t\\\"":34},{\\\""x\\\"":0.3253,\\\""y\\\"":0.335,\\\""t\\\"":41},{\\\""x\\\"":0.3405,\\\""y\\\"":0.2944,\\\""t\\\"":48},{\\\""x\\\"":0.3578,\\\""y\\\"":0.2438,\\\""t\\\"":55}]\"""""
176,10/23/2025 6:19.3.680,40,online_fb,110,260.3191,125,76,590,good_reach,"""\""[{\\\""x\\\"":0.2576,\\\""y\\\"":0.5322,\\\""t\\\"":0},{\\\""x\\\"":0.269,\\\""y\\\"":0.4708,\\\""t\\\"":7},{\\\""x\\\"":0.2766,\\\""y\\\"":0.4656,\\\""t\\\"":14},{\\\""x\\\"":0.2863,\\\""y\\\"":0.459,\\\""t\\\"":21},{\\\""x\\\"":0.2988,\\\""y\\\"":0.4549,\\\""t\\\"":28},{\\\""x\\\"":0.314,\\\""y\\\"":0.4499,\\\""t\\\"":35},{\\\""x\\\"":0.3351,\\\""y\\\"":0.4453,\\\""t\\\"":42},{\\\""x\\\"":0.3591,\\\""y\\\"":0.4409,\\\""t\\\"":49},{\\\""x\\\"":0.3814,\\\""y\\\"":0.4398,\\\""t\\\"":55},{\\\""x\\\"":0.3994,\\\""y\\\"":0.4372,\\\""t\\\"":62},{\\\""x\\\"":0.4172,\\\""y\\\"":0.437,\\\""t\\\"":69}]\"""""
177,10/23/2025 6:19.5.147,35,online_fb,110,313.1222,55,91,619,good_reach,"""\""[{\\\""x\\\"":0.2617,\\\""y\\\"":0.5272,\\\""t\\\"":0},{\\\""x\\\"":0.2615,\\\""y\\\"":0.4646,\\\""t\\\"":7},{\\\""x\\\"":0.2632,\\\""y\\\"":0.4558,\\\""t\\\"":14},{\\\""x\\\"":0.2658,\\\""y\\\"":0.4454,\\\""t\\\"":21},{\\\""x\\\"":0.2691,\\\""y\\\"":0.4324,\\\""t\\\"":28},{\\\""x\\\"":0.2736,\\\""y\\\"":0.4142,\\\""t\\\"":35},{\\\""x\\\"":0.2768,\\\""y\\\"":0.398,\\\""t\\\"":42},{\\\""x\\\"":0.2818,\\\""y\\\"":0.3731,\\\""t\\\"":49},{\\\""x\\\"":0.2873,\\\""y\\\"":0.3478,\\\""t\\\"":56},{\\\""x\\\"":0.2944,\\\""y\\\"":0.3192,\\\""t\\\"":63},{\\\""x\\\"":0.3042,\\\""y\\\"":0.2834,\\\""t\\\"":70},{\\\""x\\\"":0.315,\\\""y\\\"":0.2469,\\\""t\\\"":77},{\\\""x\\\"":0.3284,\\\""y\\\"":0.2032,\\\""t\\\"":84}]\"""""
178,10/23/2025 6:19.6.472,45,online_fb,110,287.6538,35,298,291,good_reach,"""\""[{\\\""x\\\"":0.2406,\\\""y\\\"":0.4713,\\\""t\\\"":0},{\\\""x\\\"":0.2376,\\\""y\\\"":0.5293,\\\""t\\\"":13},{\\\""x\\\"":0.2373,\\\""y\\\"":0.5306,\\\""t\\\"":64},{\\\""x\\\"":0.2378,\\\""y\\\"":0.5302,\\\""t\\\"":69},{\\\""x\\\"":0.2391,\\\""y\\\"":0.5282,\\\""t\\\"":83},{\\\""x\\\"":0.2405,\\\""y\\\"":0.5262,\\\""t\\\"":97},{\\\""x\\\"":0.2418,\\\""y\\\"":0.5242,\\\""t\\\"":110},{\\\""x\\\"":0.2427,\\\""y\\\"":0.5226,\\\""t\\\"":125},{\\\""x\\\"":0.243,\\\""y\\\"":0.5213,\\\""t\\\"":131},{\\\""x\\\"":0.2436,\\\""y\\\"":0.5187,\\\""t\\\"":166},{\\\""x\\\"":0.2466,\\\""y\\\"":0.5134,\\\""t\\\"":180},{\\\""x\\\"":0.2566,\\\""y\\\"":0.4991,\\\""t\\\"":194},{\\\""x\\\"":0.2641,\\\""y\\\"":0.4875,\\\""t\\\"":201},{\\\""x\\\"":0.2797,\\\""y\\\"":0.4607,\\\""t\\\"":215},{\\\""x\\\"":0.2968,\\\""y\\\"":0.4297,\\\""t\\\"":228},{\\\""x\\\"":0.3095,\\\""y\\\"":0.4059,\\\""t\\\"":242},{\\\""x\\\"":0.3234,\\\""y\\\"":0.3856,\\\""t\\\"":256},{\\\""x\\\"":0.3332,\\\""y\\\"":0.3736,\\\""t\\\"":263},{\\\""x\\\"":0.3536,\\\""y\\\"":0.3478,\\\""t\\\"":277},{\\\""x\\\"":0.3807,\\\""y\\\"":0.3121,\\\""t\\\"":291}]\"""""
179,10/23/2025 6:19.7.972,55,online_fb,110,275.6424,105,77,616,good_reach,"""\""[{\\\""x\\\"":0.2496,\\\""y\\\"":0.5387,\\\""t\\\"":0},{\\\""x\\\"":0.2747,\\\""y\\\"":0.4841,\\\""t\\\"":7},{\\\""x\\\"":0.2824,\\\""y\\\"":0.4789,\\\""t\\\"":14},{\\\""x\\\"":0.2907,\\\""y\\\"":0.4711,\\\""t\\\"":21},{\\\""x\\\"":0.3037,\\\""y\\\"":0.4579,\\\""t\\\"":28},{\\\""x\\\"":0.3171,\\\""y\\\"":0.4466,\\\""t\\\"":35},{\\\""x\\\"":0.3332,\\\""y\\\"":0.4314,\\\""t\\\"":42},{\\\""x\\\"":0.3521,\\\""y\\\"":0.4131,\\\""t\\\"":49},{\\\""x\\\"":0.3698,\\\""y\\\"":0.3968,\\\""t\\\"":56},{\\\""x\\\"":0.3876,\\\""y\\\"":0.3814,\\\""t\\\"":63},{\\\""x\\\"":0.4108,\\\""y\\\"":0.3581,\\\""t\\\"":70}]\"""""
180,10/23/2025 6:19.9.604,50,online_fb,110,279.5381,274,84,573,good_reach,"""\""[{\\\""x\\\"":0.2553,\\\""y\\\"":0.5367,\\\""t\\\"":0},{\\\""x\\\"":0.2732,\\\""y\\\"":0.4704,\\\""t\\\"":7},{\\\""x\\\"":0.2812,\\\""y\\\"":0.4606,\\\""t\\\"":14},{\\\""x\\\"":0.2915,\\\""y\\\"":0.4482,\\\""t\\\"":21},{\\\""x\\\"":0.3019,\\\""y\\\"":0.4368,\\\""t\\\"":28},{\\\""x\\\"":0.3143,\\\""y\\\"":0.423,\\\""t\\\"":35},{\\\""x\\\"":0.3263,\\\""y\\\"":0.4105,\\\""t\\\"":42},{\\\""x\\\"":0.3368,\\\""y\\\"":0.3991,\\\""t\\\"":49},{\\\""x\\\"":0.3518,\\\""y\\\"":0.3813,\\\""t\\\"":56},{\\\""x\\\"":0.3663,\\\""y\\\"":0.3671,\\\""t\\\"":63},{\\\""x\\\"":0.3809,\\\""y\\\"":0.3529,\\\""t\\\"":70},{\\\""x\\\"":0.3972,\\\""y\\\"":0.3386,\\\""t\\\"":77}]\"""""
181,10/23/2025 6:19.11.153,40,no_fb,0,271.5129,175,111,561,good_reach,"""\""[{\\\""x\\\"":0.2511,\\\""y\\\"":0.5306,\\\""t\\\"":0},{\\\""x\\\"":0.2511,\\\""y\\\"":0.5337,\\\""t\\\"":7},{\\\""x\\\"":0.2506,\\\""y\\\"":0.5367,\\\""t\\\"":14},{\\\""x\\\"":0.2506,\\\""y\\\"":0.5418,\\\""t\\\"":21},{\\\""x\\\"":0.25,\\\""y\\\"":0.5468,\\\""t\\\"":28},{\\\""x\\\"":0.25,\\\""y\\\"":0.556,\\\""t\\\"":35},{\\\""x\\\"":0.25,\\\""y\\\"":0.5692,\\\""t\\\"":42},{\\\""x\\\"":0.25,\\\""y\\\"":0.5813,\\\""t\\\"":49},{\\\""x\\\"":0.2506,\\\""y\\\"":0.6047,\\\""t\\\"":56},{\\\""x\\\"":0.2506,\\\""y\\\"":0.627,\\\""t\\\"":63},{\\\""x\\\"":0.2511,\\\""y\\\"":0.6523,\\\""t\\\"":70},{\\\""x\\\"":0.2516,\\\""y\\\"":0.6899,\\\""t\\\"":77},{\\\""x\\\"":0.2516,\\\""y\\\"":0.7213,\\\""t\\\"":83},{\\\""x\\\"":0.2522,\\\""y\\\"":0.7629,\\\""t\\\"":90},{\\\""x\\\"":0.2527,\\\""y\\\"":0.7923,\\\""t\\\"":97},{\\\""x\\\"":0.2533,\\\""y\\\"":0.8237,\\\""t\\\"":104}]\"""""
182,10/23/2025 6:19.12.773,55,no_fb,0,289.3024,197,48,671,good_reach,"""\""[{\\\""x\\\"":0.2624,\\\""y\\\"":0.535,\\\""t\\\"":0},{\\\""x\\\"":0.2673,\\\""y\\\"":0.5614,\\\""t\\\"":7},{\\\""x\\\"":0.2738,\\\""y\\\"":0.5989,\\\""t\\\"":14},{\\\""x\\\"":0.2814,\\\""y\\\"":0.6405,\\\""t\\\"":21},{\\\""x\\\"":0.2896,\\\""y\\\"":0.6862,\\\""t\\\"":27},{\\\""x\\\"":0.2993,\\\""y\\\"":0.745,\\\""t\\\"":34},{\\\""x\\\"":0.301,\\\""y\\\"":0.7511,\\\""t\\\"":41},{\\\""x\\\"":0.2999,\\\""y\\\"":0.749,\\\""t\\\"":41},{\\\""x\\\"":0.3086,\\\""y\\\"":0.8028,\\\""t\\\"":41}]\"""""
183,10/23/2025 6:19.14.280,45,no_fb,0,284.896,370,83,343,good_reach,"""\""[{\\\""x\\\"":0.2534,\\\""y\\\"":0.545,\\\""t\\\"":0},{\\\""x\\\"":0.2561,\\\""y\\\"":0.5643,\\\""t\\\"":7},{\\\""x\\\"":0.2583,\\\""y\\\"":0.5815,\\\""t\\\"":14},{\\\""x\\\"":0.2604,\\\""y\\\"":0.6069,\\\""t\\\"":21},{\\\""x\\\"":0.2626,\\\""y\\\"":0.6322,\\\""t\\\"":28},{\\\""x\\\"":0.2653,\\\""y\\\"":0.6535,\\\""t\\\"":35},{\\\""x\\\"":0.2691,\\\""y\\\"":0.685,\\\""t\\\"":42},{\\\""x\\\"":0.2729,\\\""y\\\"":0.7113,\\\""t\\\"":49},{\\\""x\\\"":0.2773,\\\""y\\\"":0.7387,\\\""t\\\"":56},{\\\""x\\\"":0.2816,\\\""y\\\"":0.761,\\\""t\\\"":62},{\\\""x\\\"":0.287,\\\""y\\\"":0.7874,\\\""t\\\"":69},{\\\""x\\\"":0.2919,\\\""y\\\"":0.8077,\\\""t\\\"":76}]\"""""
184,10/23/2025 6:19.16.278,35,no_fb,0,232.6316,2,701,293,too_slow,"""\""[{\\\""x\\\"":0.2439,\\\""y\\\"":0.4706,\\\""t\\\"":0},{\\\""x\\\"":0.2406,\\\""y\\\"":0.4575,\\\""t\\\"":28},{\\\""x\\\"":0.2379,\\\""y\\\"":0.4524,\\\""t\\\"":76},{\\\""x\\\"":0.2374,\\\""y\\\"":0.4575,\\\""t\\\"":104},{\\\""x\\\"":0.2374,\\\""y\\\"":0.4646,\\\""t\\\"":132},{\\\""x\\\"":0.2374,\\\""y\\\"":0.4696,\\\""t\\\"":160},{\\\""x\\\"":0.2374,\\\""y\\\"":0.4635,\\\""t\\\"":222},{\\\""x\\\"":0.2368,\\\""y\\\"":0.4554,\\\""t\\\"":250},{\\\""x\\\"":0.2363,\\\""y\\\"":0.4564,\\\""t\\\"":306},{\\\""x\\\"":0.2363,\\\""y\\\"":0.4747,\\\""t\\\"":333},{\\\""x\\\"":0.2379,\\\""y\\\"":0.498,\\\""t\\\"":368},{\\\""x\\\"":0.2385,\\\""y\\\"":0.499,\\\""t\\\"":424},{\\\""x\\\"":0.2374,\\\""y\\\"":0.4889,\\\""t\\\"":452},{\\\""x\\\"":0.2352,\\\""y\\\"":0.4808,\\\""t\\\"":479},{\\\""x\\\"":0.2341,\\\""y\\\"":0.4838,\\\""t\\\"":549},{\\\""x\\\"":0.2341,\\\""y\\\"":0.4899,\\\""t\\\"":577},{\\\""x\\\"":0.2341,\\\""y\\\"":0.495,\\\""t\\\"":604},{\\\""x\\\"":0.2341,\\\""y\\\"":0.5031,\\\""t\\\"":632},{\\\""x\\\"":0.2053,\\\""y\\\"":0.5873,\\\""t\\\"":667},{\\\""x\\\"":0.1445,\\\""y\\\"":0.7597,\\\""t\\\"":695}]\"""""
185,10/23/2025 6:19.17.812,50,no_fb,0,42.624,208,49,576,good_reach,"""\""[{\\\""x\\\"":0.2629,\\\""y\\\"":0.4676,\\\""t\\\"":0},{\\\""x\\\"":0.2732,\\\""y\\\"":0.4514,\\\""t\\\"":8},{\\\""x\\\"":0.2829,\\\""y\\\"":0.4352,\\\""t\\\"":14},{\\\""x\\\"":0.3014,\\\""y\\\"":0.4078,\\\""t\\\"":21},{\\\""x\\\"":0.3199,\\\""y\\\"":0.3784,\\\""t\\\"":28},{\\\""x\\\"":0.3421,\\\""y\\\"":0.3408,\\\""t\\\"":35},{\\\""x\\\"":0.3649,\\\""y\\\"":0.3013,\\\""t\\\"":42}]\"""""
186,10/23/2025 6:19.19.278,55,no_fb,0,59.9436,201,69,493,good_reach,"""\""[{\\\""x\\\"":0.2494,\\\""y\\\"":0.4639,\\\""t\\\"":0},{\\\""x\\\"":0.2526,\\\""y\\\"":0.4517,\\\""t\\\"":7},{\\\""x\\\"":0.257,\\\""y\\\"":0.4365,\\\""t\\\"":14},{\\\""x\\\"":0.264,\\\""y\\\"":0.4162,\\\""t\\\"":21},{\\\""x\\\"":0.2716,\\\""y\\\"":0.3939,\\\""t\\\"":27},{\\\""x\\\"":0.282,\\\""y\\\"":0.3655,\\\""t\\\"":34},{\\\""x\\\"":0.2939,\\\""y\\\"":0.3321,\\\""t\\\"":41},{\\\""x\\\"":0.3053,\\\""y\\\"":0.3016,\\\""t\\\"":48},{\\\""x\\\"":0.3042,\\\""y\\\"":0.2996,\\\""t\\\"":48},{\\\""x\\\"":0.3064,\\\""y\\\"":0.2966,\\\""t\\\"":48},{\\\""x\\\"":0.3221,\\\""y\\\"":0.255,\\\""t\\\"":55},{\\\""x\\\"":0.3346,\\\""y\\\"":0.2195,\\\""t\\\"":62}]\"""""
187,10/23/2025 6:19.20.819,45,no_fb,0,41.6586,215,70,555,good_reach,"""\""[{\\\""x\\\"":0.2595,\\\""y\\\"":0.4689,\\\""t\\\"":0},{\\\""x\\\"":0.265,\\\""y\\\"":0.4608,\\\""t\\\"":7},{\\\""x\\\"":0.2726,\\\""y\\\"":0.4486,\\\""t\\\"":15},{\\\""x\\\"":0.2812,\\\""y\\\"":0.4384,\\\""t\\\"":21},{\\\""x\\\"":0.2818,\\\""y\\\"":0.4364,\\\""t\\\"":28},{\\\""x\\\"":0.2807,\\\""y\\\"":0.4344,\\\""t\\\"":28},{\\\""x\\\"":0.2916,\\\""y\\\"":0.4232,\\\""t\\\"":28},{\\\""x\\\"":0.3073,\\\""y\\\"":0.3989,\\\""t\\\"":35},{\\\""x\\\"":0.3214,\\\""y\\\"":0.3786,\\\""t\\\"":42},{\\\""x\\\"":0.3388,\\\""y\\\"":0.3522,\\\""t\\\"":49},{\\\""x\\\"":0.3551,\\\""y\\\"":0.3248,\\\""t\\\"":56},{\\\""x\\\"":0.3719,\\\""y\\\"":0.2975,\\\""t\\\"":63}]\"""""
188,10/23/2025 6:19.22.347,35,no_fb,0,268.6371,46,229,551,good_reach,"""\""[{\\\""x\\\"":0.2616,\\\""y\\\"":0.522,\\\""t\\\"":0},{\\\""x\\\"":0.2622,\\\""y\\\"":0.523,\\\""t\\\"":7},{\\\""x\\\"":0.2622,\\\""y\\\"":0.524,\\\""t\\\"":48},{\\\""x\\\"":0.2627,\\\""y\\\"":0.522,\\\""t\\\"":55},{\\\""x\\\"":0.2627,\\\""y\\\"":0.521,\\\""t\\\"":62},{\\\""x\\\"":0.2627,\\\""y\\\"":0.5159,\\\""t\\\"":76},{\\\""x\\\"":0.2627,\\\""y\\\"":0.5139,\\\""t\\\"":83},{\\\""x\\\"":0.2622,\\\""y\\\"":0.5088,\\\""t\\\"":97},{\\\""x\\\"":0.2622,\\\""y\\\"":0.5057,\\\""t\\\"":103},{\\\""x\\\"":0.2616,\\\""y\\\"":0.5047,\\\""t\\\"":110},{\\\""x\\\"":0.2605,\\\""y\\\"":0.5027,\\\""t\\\"":124},{\\\""x\\\"":0.26,\\\""y\\\"":0.5047,\\\""t\\\"":149},{\\\""x\\\"":0.26,\\\""y\\\"":0.5057,\\\""t\\\"":152},{\\\""x\\\"":0.2584,\\\""y\\\"":0.521,\\\""t\\\"":166},{\\\""x\\\"":0.2578,\\\""y\\\"":0.5341,\\\""t\\\"":173},{\\\""x\\\"":0.2567,\\\""y\\\"":0.5757,\\\""t\\\"":187},{\\\""x\\\"":0.2567,\\\""y\\\"":0.6072,\\\""t\\\"":194},{\\\""x\\\"":0.2562,\\\""y\\\"":0.6488,\\\""t\\\"":201},{\\\""x\\\"":0.2535,\\\""y\\\"":0.7593,\\\""t\\\"":215},{\\\""x\\\"":0.2502,\\\""y\\\"":0.8303,\\\""t\\\"":222}]\"""""
189,10/23/2025 6:19.23.764,40,no_fb,0,269.7089,114,49,552,good_reach,"""\""[{\\\""x\\\"":0.2555,\\\""y\\\"":0.5293,\\\""t\\\"":1},{\\\""x\\\"":0.2566,\\\""y\\\"":0.5445,\\\""t\\\"":7},{\\\""x\\\"":0.2566,\\\""y\\\"":0.5699,\\\""t\\\"":14},{\\\""x\\\"":0.2566,\\\""y\\\"":0.6024,\\\""t\\\"":21},{\\\""x\\\"":0.2566,\\\""y\\\"":0.6541,\\\""t\\\"":28},{\\\""x\\\"":0.2555,\\\""y\\\"":0.7119,\\\""t\\\"":35},{\\\""x\\\"":0.2534,\\\""y\\\"":0.7809,\\\""t\\\"":42},{\\\""x\\\"":0.2506,\\\""y\\\"":0.8275,\\\""t\\\"":49},{\\\""x\\\"":0.2496,\\\""y\\\"":0.8255,\\\""t\\\"":49}]\"""""
190,10/23/2025 6:19.25.27,50,no_fb,0,273.6084,212,56,294,good_reach,"""\""[{\\\""x\\\"":0.2477,\\\""y\\\"":0.535,\\\""t\\\"":0},{\\\""x\\\"":0.2494,\\\""y\\\"":0.5492,\\\""t\\\"":8},{\\\""x\\\"":0.2515,\\\""y\\\"":0.5725,\\\""t\\\"":14},{\\\""x\\\"":0.2543,\\\""y\\\"":0.6009,\\\""t\\\"":21},{\\\""x\\\"":0.2575,\\\""y\\\"":0.6354,\\\""t\\\"":28},{\\\""x\\\"":0.2602,\\\""y\\\"":0.6841,\\\""t\\\"":35},{\\\""x\\\"":0.2613,\\\""y\\\"":0.7369,\\\""t\\\"":42},{\\\""x\\\"":0.2619,\\\""y\\\"":0.7896,\\\""t\\\"":49},{\\\""x\\\"":0.2619,\\\""y\\\"":0.8292,\\\""t\\\"":56},{\\\""x\\\"":0.2608,\\\""y\\\"":0.8271,\\\""t\\\"":56}]\"""""
191,10/23/2025 6:19.27.278,125,online_fb,-20,122.6083,10,583,115,too_slow,"""\""[{\\\""x\\\"":0.7413,\\\""y\\\"":0.4726,\\\""t\\\"":0},{\\\""x\\\"":0.7296,\\\""y\\\"":0.4624,\\\""t\\\"":28},{\\\""x\\\"":0.7031,\\\""y\\\"":0.4562,\\\""t\\\"":63},{\\\""x\\\"":0.6889,\\\""y\\\"":0.4488,\\\""t\\\"":90},{\\\""x\\\"":0.6859,\\\""y\\\"":0.4435,\\\""t\\\"":119},{\\\""x\\\"":0.6879,\\\""y\\\"":0.4362,\\\""t\\\"":146},{\\\""x\\\"":0.6916,\\\""y\\\"":0.429,\\\""t\\\"":181},{\\\""x\\\"":0.6935,\\\""y\\\"":0.4281,\\\""t\\\"":208},{\\\""x\\\"":0.6983,\\\""y\\\"":0.439,\\\""t\\\"":236},{\\\""x\\\"":0.7055,\\\""y\\\"":0.4557,\\\""t\\\"":264},{\\\""x\\\"":0.714,\\\""y\\\"":0.4712,\\\""t\\\"":299},{\\\""x\\\"":0.7209,\\\""y\\\"":0.4802,\\\""t\\\"":327},{\\\""x\\\"":0.7245,\\\""y\\\"":0.4827,\\\""t\\\"":354},{\\\""x\\\"":0.7262,\\\""y\\\"":0.4827,\\\""t\\\"":414},{\\\""x\\\"":0.7305,\\\""y\\\"":0.4932,\\\""t\\\"":445},{\\\""x\\\"":0.7345,\\\""y\\\"":0.5024,\\\""t\\\"":472},{\\\""x\\\"":0.7358,\\\""y\\\"":0.4957,\\\""t\\\"":500},{\\\""x\\\"":0.7308,\\\""y\\\"":0.4297,\\\""t\\\"":528},{\\\""x\\\"":0.7197,\\\""y\\\"":0.2905,\\\""t\\\"":563},{\\\""x\\\"":0.7121,\\\""y\\\"":0.1936,\\\""t\\\"":577}]\"""""
192,10/23/2025 6:19.28.916,130,online_fb,-20,130.1835,441,76,406,good_reach,"""\""[{\\\""x\\\"":0.7471,\\\""y\\\"":0.4684,\\\""t\\\"":0},{\\\""x\\\"":0.7513,\\\""y\\\"":0.4629,\\\""t\\\"":7},{\\\""x\\\"":0.749,\\\""y\\\"":0.4538,\\\""t\\\"":14},{\\\""x\\\"":0.7452,\\\""y\\\"":0.4405,\\\""t\\\"":21},{\\\""x\\\"":0.7412,\\\""y\\\"":0.4226,\\\""t\\\"":28},{\\\""x\\\"":0.7357,\\\""y\\\"":0.4005,\\\""t\\\"":34},{\\\""x\\\"":0.7297,\\\""y\\\"":0.3749,\\\""t\\\"":41},{\\\""x\\\"":0.7233,\\\""y\\\"":0.3457,\\\""t\\\"":48},{\\\""x\\\"":0.7152,\\\""y\\\"":0.31,\\\""t\\\"":55},{\\\""x\\\"":0.706,\\\""y\\\"":0.2713,\\\""t\\\"":62},{\\\""x\\\"":0.6971,\\\""y\\\"":0.2307,\\\""t\\\"":69}]\"""""
193,10/23/2025 6:19.30.270,140,online_fb,-20,144.2609,220,63,369,good_reach,"""\""[{\\\""x\\\"":0.7376,\\\""y\\\"":0.469,\\\""t\\\"":0},{\\\""x\\\"":0.7387,\\\""y\\\"":0.4486,\\\""t\\\"":7},{\\\""x\\\"":0.7326,\\\""y\\\"":0.4325,\\\""t\\\"":14},{\\\""x\\\"":0.725,\\\""y\\\"":0.4123,\\\""t\\\"":21},{\\\""x\\\"":0.7174,\\\""y\\\"":0.392,\\\""t\\\"":28},{\\\""x\\\"":0.7055,\\\""y\\\"":0.3612,\\\""t\\\"":35},{\\\""x\\\"":0.6927,\\\""y\\\"":0.3288,\\\""t\\\"":42},{\\\""x\\\"":0.6785,\\\""y\\\"":0.2921,\\\""t\\\"":49},{\\\""x\\\"":0.6625,\\\""y\\\"":0.2554,\\\""t\\\"":56}]\"""""
194,10/23/2025 6:19.31.625,135,online_fb,-20,162.5453,183,56,413,good_reach,"""\""[{\\\""x\\\"":0.7299,\\\""y\\\"":0.4866,\\\""t\\\"":1},{\\\""x\\\"":0.7251,\\\""y\\\"":0.4645,\\\""t\\\"":8},{\\\""x\\\"":0.716,\\\""y\\\"":0.4518,\\\""t\\\"":14},{\\\""x\\\"":0.7022,\\\""y\\\"":0.4338,\\\""t\\\"":21},{\\\""x\\\"":0.6867,\\\""y\\\"":0.4125,\\\""t\\\"":28},{\\\""x\\\"":0.6646,\\\""y\\\"":0.3834,\\\""t\\\"":35},{\\\""x\\\"":0.6411,\\\""y\\\"":0.3502,\\\""t\\\"":42},{\\\""x\\\"":0.6136,\\\""y\\\"":0.3077,\\\""t\\\"":49}]\"""""
195,10/23/2025 6:19.33.76,145,online_fb,-20,157.7086,207,56,487,good_reach,"""\""[{\\\""x\\\"":0.7279,\\\""y\\\"":0.4852,\\\""t\\\"":0},{\\\""x\\\"":0.7249,\\\""y\\\"":0.4607,\\\""t\\\"":7},{\\\""x\\\"":0.7162,\\\""y\\\"":0.4461,\\\""t\\\"":14},{\\\""x\\\"":0.7076,\\\""y\\\"":0.4306,\\\""t\\\"":21},{\\\""x\\\"":0.6939,\\\""y\\\"":0.4062,\\\""t\\\"":28},{\\\""x\\\"":0.6894,\\\""y\\\"":0.3998,\\\""t\\\"":35},{\\\""x\\\"":0.6887,\\\""y\\\"":0.3972,\\\""t\\\"":35},{\\\""x\\\"":0.6751,\\\""y\\\"":0.375,\\\""t\\\"":35},{\\\""x\\\"":0.6598,\\\""y\\\"":0.3473,\\\""t\\\"":42},{\\\""x\\\"":0.6362,\\\""y\\\"":0.3054,\\\""t\\\"":49}]\"""""
196,10/23/2025 6:19.34.457,130,online_fb,-20,145.4639,164,62,454,good_reach,"""\""[{\\\""x\\\"":0.7316,\\\""y\\\"":0.4947,\\\""t\\\"":0},{\\\""x\\\"":0.7257,\\\""y\\\"":0.4681,\\\""t\\\"":7},{\\\""x\\\"":0.716,\\\""y\\\"":0.4464,\\\""t\\\"":14},{\\\""x\\\"":0.7077,\\\""y\\\"":0.4267,\\\""t\\\"":21},{\\\""x\\\"":0.6937,\\\""y\\\"":0.3891,\\\""t\\\"":28},{\\\""x\\\"":0.6816,\\\""y\\\"":0.3561,\\\""t\\\"":35},{\\\""x\\\"":0.6705,\\\""y\\\"":0.3215,\\\""t\\\"":42},{\\\""x\\\"":0.659,\\\""y\\\"":0.2856,\\\""t\\\"":49},{\\\""x\\\"":0.6467,\\\""y\\\"":0.2417,\\\""t\\\"":56}]\"""""
